Type of Data,REF_COL,Origin,Variable,Rule Id,Weight,IsCritical,Dimension,DepTable,DepVar,Condition,Criterion,Flag,Source,Data_Domain
actmasterunique,Policy Discounted Premium,actmasterunique,policy_discounted_premium,405,1,1,Completeness,null,null,null,null,null,Acturis,Policy
actmasterunique,Policy Commission Income,actmasterunique,policy_commission_income,406,1,2,Completeness,null,null,null,null,null,Acturis,Policy
actmasterunique,Policy Ipt Amount,actmasterunique,policy_ipt_amount,407,0,3,Completeness,null,null,null,null,null,Acturis,Policy
actmasterunique,Policy Net Premium,actmasterunique,policy_net_premium,408,1,1,Completeness,null,null,null,null,null,Acturis,Policy
actmasterunique,Policy Branch,actmasterunique,policy_branch,409,0,2,Completeness,null,null,null,null,null,Acturis,Policy
actmasterunique,Product Code,actmasterunique,product_code,410,0,2,Completeness,null,null,null,null,null,Acturis,Policy
actmasterunique,Sub Status,actmasterunique,SubStatus,411,0,3,Completeness,null,null,null,null,null,Acturis,Policy
actmasterunique,Reinstatement Date,actmasterunique,reinstatement_date,412,0,3,Completeness,null,null,null,null,null,Acturis,Policy
actmasterunique,Sum of Commission Income,actmasterunique,commission_income_sum,413,0,2,Completeness,null,null,null,null,null,Acturis,Policy
actmasterunique,Sum of IPT Amount Sum,actmasterunique,ipt_amount_sum,414,0,2,Completeness,null,null,null,null,null,Acturis,Policy
actmasterunique,Sum of Net Premium,actmasterunique,net_premium_sum,415,0,2,Completeness,null,null,null,null,null,Acturis,Policy
actmasterunique,Reinstatement Basic Premium,actmasterunique,rein_basic_premium,416,0,3,Completeness,null,null,null,null,null,Acturis,Policy
actmasterunique,Reinstatement Commission Income,actmasterunique,rein_commission_income,417,0,3,Completeness,null,null,null,null,null,Acturis,Policy
actmasterunique,Reinstatement Net Premium,actmasterunique,rein_net_premium,418,0,3,Completeness,null,null,null,null,null,Acturis,Policy
actmasterunique,Reinstatement IPT Amount,actmasterunique,rein_ipt_amount,419,0,3,Completeness,null,null,null,null,null,Acturis,Policy
actmasterunique,Reinstatement Policy Business Event,actmasterunique,rein_business_event_desc,420,0,3,Completeness,null,null,null,null,null,Acturis,Policy
actmasterunique,Reinstatement Policy Status,actmasterunique,rein_policy_status_desc,421,0,3,Completeness,null,null,null,null,null,Acturis,Policy
actmasterunique,Reinstatement Discounted Premium,actmasterunique,rein_discounted_premium,422,0,3,Completeness,null,null,null,null,null,Acturis,Policy
actmasterunique,Cancellation Basic Premium,actmasterunique,cn_basic_premium,423,0,3,Completeness,null,null,null,null,null,Acturis,Policy
actmasterunique,Cancellation Commission Income,actmasterunique,cn_commission_income,424,0,3,Completeness,null,null,null,null,null,Acturis,Policy
actmasterunique,Cancellation Net Premium,actmasterunique,cn_net_premium,425,0,3,Completeness,null,null,null,null,null,Acturis,Policy
actmasterunique,Cancellation Ipt Amount,actmasterunique,cn_ipt_amount,426,0,3,Completeness,null,null,null,null,null,Acturis,Policy
actmasterunique,Cancellation Policy Business Event Description,actmasterunique,cn_business_event_desc,427,0,3,Completeness,null,null,null,null,null,Acturis,Policy
actmasterunique,Cancellation Policy Status Description,actmasterunique,cn_policy_status_desc,428,0,3,Completeness,null,null,null,null,null,Acturis,Policy
actmasterunique,Cancellation Discounted Premium,actmasterunique,cn_discounted_premium,429,0,3,Completeness,null,null,null,null,null,Acturis,Policy
actmasterunique,Mid-Term Adjustment Basic Premium,actmasterunique,mta_basic_premium,430,0,3,Completeness,null,null,null,null,null,Acturis,Policy
actmasterunique,Mid-Term Adjustment Policy Band Effective,actmasterunique,policy_band_effective_mta,431,0,3,Completeness,null,null,null,null,null,Acturis,Policy
actmasterunique,Mid-Term Adjustment Business Event Description,actmasterunique,mta_business_event_desc,432,0,3,Completeness,null,null,null,null,null,Acturis,Policy
actmasterunique,Mid-Term Adjustment Policy Status Description,actmasterunique,mta_policy_status_desc,433,0,3,Completeness,null,null,null,null,null,Acturis,Policy
actmasterunique,Mid-Term Adjustment Discounted Premium,actmasterunique,mta_discounted_premium,434,0,3,Completeness,null,null,null,null,null,Acturis,Policy
actmasterunique,Cancellation Date,actmasterunique,cancellation_date,435,1,2,Validity,null,null,['Format'],['YYYY MM DD T'],null,Acturis,Policy
actmasterunique,Current Date Act,actmasterunique,current_date_act,436,1,2,Validity,null,null,['Format'],['YYYY MM DD'],null,Acturis,Policy
actpolicydetailed,Policy Agent Number,actpolicydetailed,agent_number,438,1,1,Completeness,null,['policy_agent_name'],['!='],['no agent'],null,Acturis,Policy
actpolicydetailed,Cancellation Reason Key,actpolicydetailed,cancellation_reason_key,439,0,3,Completeness,null,null,null,null,null,Acturis,Policy
actpolicydetailed,Cancellation Reason Description,actpolicydetailed,cancellation_reason_desc,440,0,3,Completeness,null,null,null,null,null,Acturis,Policy
actpolicydetailed,Payment Method Description,actpolicydetailed,payment_method_desc,441,0,3,Completeness,null,null,null,null,null,Acturis,Policy
actpolicydetailed,Payment Method Key,actpolicydetailed,payment_method_key,442,0,2,Completeness,null,null,null,null,null,Acturis,Policy
Contract,CRAW Unique Identifier,Contract,crawuniqueid,113,1,1,Completeness,null,null,null,null,null,ADGO,Policy
Contract,Event Type,Contract,EventType,114,1,1,Completeness,null,null,null,null,null,ADGO,Policy
Contract,Contract Type Name,Contract,ContractTypeName,115,0,2,Completeness,null,['ContractSubStatusName'],['=='],['quote issued'],null,ADGO,Policy
Contract,Contract ID,Contract,ContractId,116,1,1,Completeness,null,null,null,null,null,ADGO,Policy
Contract,Contract Reference,Contract,ContractReference,117,1,1,Completeness,null,null,null,null,null,ADGO,Policy
Contract,Case Reference,Contract,CaseReference,118,0,2,Completeness,null,null,null,null,null,ADGO,Policy
Contract,Renewal Number,Contract,RenewalNumber,119,1,1,Completeness,null,['ContractSubStatusName'],['!='],['at submission'],null,ADGO,Policy
Contract,Quote Number,Contract,QuoteNumber,120,1,1,Completeness,null,['ContractSubStatusName'],['!='],['at submission'],null,ADGO,Policy
Contract,MTA Number,Contract,MTANumber,121,0,3,Completeness,null,['ContractSubStatusName'],['=='],['quote issued'],null,ADGO,Policy
Contract,I90 Policy Number,Contract,I90PolicyNumber,122,0,2,Completeness,null,['ContractStatusName'],['=='],['taken up'],null,ADGO,Policy
Contract,New Renewal,Contract,NewRenewal,123,1,1,Completeness,null,['ContractSubStatusName'],['!='],['at submission'],null,ADGO,Policy
Contract,Contract Status Name,Contract,ContractStatusName,124,0,2,Completeness,null,null,null,null,null,ADGO,Policy
Contract,Contract Sub Status Name,Contract,ContractSubStatusName,125,0,2,Completeness,null,null,null,null,null,ADGO,Policy
Contract,Last Modified Date,Contract,LastModifiedDate,126,0,2,Completeness,null,null,null,null,null,ADGO,Policy
Contract,Last User Modified By,Contract,LastModifiedBy,127,1,1,Completeness,null,null,null,null,null,ADGO,Policy
Contract,Last User Modified Date,Contract,LastUserModifiedDate,128,0,2,Completeness,null,null,null,null,null,ADGO,Policy
Contract,Last User Modified By,Contract,LastUserModifiedBy,129,1,1,Completeness,null,null,null,null,null,ADGO,Policy
Contract,Underwriter Display Name,Contract,UnderwriterDisplayName,130,1,1,Completeness,null,['ContractStatusName'],['in'],"[['taken up','quoted']]",null,ADGO,Policy
Contract,Underwriter Party Reference,Contract,UnderwriterPartyReference,131,1,1,Completeness,null,['ContractStatusName'],['in'],"[['taken up','quoted']]",null,ADGO,Policy
Contract,Product Name,Contract,ProductName,132,1,1,Completeness,null,['ContractSubStatusName'],['=='],['quote issued'],null,ADGO,Policy
Contract,Business Category,Contract,BusinessCategory,133,1,1,Completeness,null,['ContractSubStatusName'],['=='],['quote issued'],null,ADGO,Policy
Contract,Business Type,Contract,BusinessType,134,0,2,Completeness,null,['ContractSubStatusName'],['!='],['at submission'],null,ADGO,Policy
Contract,Is Building Constructed,Contract,IsBuildingConstructed,135,0,3,Completeness,null,['ContractSubStatusName'],['!='],['at submission'],null,ADGO,Policy
Contract,Insured Display Name,Contract,InsuredDisplayName,136,0,2,Completeness,null,null,null,null,null,ADGO,Policy
Contract,Insured Party Reference,Contract,InsuredPartyReference,137,1,1,Completeness,null,null,null,null,null,ADGO,Policy
Contract,Description,Contract,Description,138,0,2,Completeness,null,null,null,null,null,ADGO,Policy
Contract,Contract Structure Name,Contract,ContractStructureName,139,0,2,Completeness,null,['ContractSubStatusName'],['!='],['at submission'],null,ADGO,Policy
Contract,Insurance Type Name,Contract,InsuranceTypeName,140,1,1,Completeness,null,['ContractSubStatusName'],['!='],['at submission'],null,ADGO,Policy
Contract,Submission Source,Contract,SubmissionSource,141,0,2,Completeness,null,['ContractSubStatusName'],['=='],['quote issued'],null,ADGO,Policy
Contract,Submission Created Date,Contract,SubmissionCreatedDate,142,0,2,Completeness,null,['ContractSubStatusName'],['=='],['at submission'],null,ADGO,Policy
Contract,Submission Receipt Date,Contract,SubmissionReceiptDate,143,0,2,Completeness,null,['ContractSubStatusName'],['!='],['at submission'],null,ADGO,Policy
Contract,Broker Dead Line Date,Contract,BrokerDeadLineDate,144,0,2,Completeness,null,['ContractSubStatusName'],['=='],['quote issued'],null,ADGO,Policy
Contract,Quote Created On,Contract,QuoteCreatedOn,145,0,2,Completeness,null,['ContractSubStatusName'],['!='],['at submission'],null,ADGO,Policy
Contract,Quote Issued Date,Contract,QuoteIssuedDate,146,0,2,Completeness,null,['ContractSubStatusName'],['=='],['quote issued'],null,ADGO,Policy
Contract,Quote Expiry Date,Contract,QuoteExpiryDate,147,0,3,Completeness,null,['ContractSubStatusName'],['!='],['at submission'],null,ADGO,Policy
Contract,Inception Date,Contract,InceptionDate,148,0,2,Completeness,null,null,null,null,null,ADGO,Policy
Contract,Expiry Date,Contract,ExpiryDate,149,1,1,Completeness,null,null,null,null,null,ADGO,Policy
Contract,Contract Closed Date,Contract,ContractClosedDate,150,0,2,Completeness,null,['ContractStatusName'],['in'],"[['cancelled','taken up','not taken up','provisional','closed','quoted']]",null,ADGO,Policy
Contract,Year Of Account,Contract,YearOfAccount,151,0,2,Completeness,null,['ContractSubStatusName'],['=='],['quote issued'],null,ADGO,Policy
Contract,Covers,Contract,Covers,152,0,2,Completeness,null,['ContractSubStatusName'],['!='],['at submission'],null,ADGO,Policy
Contract,Claim Experience,Contract,ClaimExperience,153,0,2,Completeness,null,"['NumberOfClaims','ContractSubStatusName']","['>','==']","[0,'quote issued']",null,ADGO,Policy
Contract,Number Of Claims,Contract,NumberOfClaims,154,0,2,Completeness,null,['ContractSubStatusName'],['=='],['quote issued'],null,ADGO,Policy
Contract,Claim Experience Date,Contract,ClaimExperienceDate,155,0,2,Completeness,null,['ContractSubStatusName'],['=='],['quote issued'],null,ADGO,Policy
Contract,Intermediary Display Name,Contract,IntermediaryDisplayName,156,0,2,Completeness,null,null,null,null,null,ADGO,Policy
Contract,Intermediary Party Reference,Contract,IntermediaryPartyReference,157,0,2,Completeness,null,null,null,null,null,ADGO,Policy
Contract,Broker Variant,Contract,BrokerVariant,158,0,2,Completeness,null,['ContractSubStatusName'],['=='],['quote issued'],null,ADGO,Policy
Contract,Declined Reason Description,Contract,DeclinedReasonDescription,159,0,2,Completeness,null,['DeclinedReasonCode'],['!='],['Null'],null,ADGO,Policy
Contract,Declined Additional Description,Contract,DeclinedAdditionalDescription,160,0,2,Completeness,null,['DeclinedReasonCode'],['!='],['Null'],null,ADGO,Policy
Contract,Lost Reason,Contract,LostReason,161,0,2,Completeness,null,['ContractSubStatusName'],['=='],['lost'],null,ADGO,Policy
Contract,Sales Force Reference,Contract,SalesForceReference,162,0,2,Completeness,null,['ContractSubStatusName'],['=='],['quote issued'],null,ADGO,Policy
Contract,Payment Method,Contract,PaymentMethod,163,1,1,Completeness,null,['ContractSubStatusName'],['=='],['quote issued'],null,ADGO,Policy
Contract,Target Price,Contract,TargetPrice,164,0,2,Completeness,null,['ContractSubStatusName'],['=='],['quote issued'],null,ADGO,Policy
Contract,Total Actual Gross Premium Including Taxes,Contract,TotalActualGrossPremiumIncludingTaxes,165,1,1,Completeness,null,['ContractSubStatusName'],['=='],['quote issued'],null,ADGO,Policy
Contract,Gross Premium Including Taxes Total Prorata,Contract,GrossPremiumIncludingTaxesTotalProrata,166,0,2,Completeness,null,['ContractSubStatusName'],['=='],['quote issued'],null,ADGO,Policy
Contract,CRAW Unique Identifier,Contract,crawuniqueid,167,1,1,Uniqueness,null,null,null,null,null,ADGO,Policy
Contract,Event Type,Contract,EventType,168,1,1,Validity,null,null,['in'],"[['submission converted', 'quote not taken up', 'quote taken up','quote declined', 'quote save', 'submission save','quote bind mta', 'quote make offer', 'submission abandon','quote next stage', 'quote mark as lost', 'quote endorse','submission declined', 'quote convert to quote', 'quote price']]",[2],ADGO,Policy
Contract,Contract Type Name,Contract,ContractTypeName,169,0,2,Validity,null,null,['in'],"[['submission','quote']]",[2],ADGO,Policy
Contract,Contract ID,Contract,ContractId,170,1,1,Uniqueness,null,null,null,null,null,ADGO,Policy
Contract,Contract Status Name,Contract,ContractStatusName,171,0,2,Validity,null,null,['in'],"[['converted', 'not taken up', 'taken up', 'closed', 'declined','cancelled', 'provisional', 'in progress', 'quoted', 'abandoned']]",[2],ADGO,Policy
Contract,Contract Sub Status Name,Contract,ContractSubStatusName,172,0,2,Validity,null,null,['in'],"[['at submission', 'quote issued', 'declined', 'in progress', 'lost']]",[2],ADGO,Policy
Contract,Last Modified Date,Contract,LastModifiedDate,173,0,2,Validity,null,null,['Format'],['YYYY MM DD T'],null,ADGO,Policy
Contract,Last User Modified Date,Contract,LastUserModifiedDate,174,0,2,Validity,null,null,['Format'],['YYYY MM DD T'],null,ADGO,Policy
Contract,Product Name,Contract,ProductName,175,1,1,Validity,null,null,['in'],"[['systemproduct', 'ppp', 'pi', 'commercial combined', 'motor trade', 'systemsubmission']]",null,ADGO,Policy
Contract,Business Category,Contract,BusinessCategory,176,1,1,Validity,null,null,['in'],"[['sme','mid']]",[2],ADGO,Policy
Contract,Is Building Constructed,Contract,IsBuildingConstructed,177,0,3,Validity,null,null,['in'],"[['yes','no']]",[2],ADGO,Policy
Contract,Submission Created Date,Contract,SubmissionCreatedDate,178,0,2,Validity,null,null,['Format'],['YYYY MM DD'],null,ADGO,Policy
Contract,Submission Receipt Date,Contract,SubmissionReceiptDate,179,0,2,Validity,null,null,['Format'],['YYYY MM DD'],null,ADGO,Policy
Contract,Broker Dead Line Date,Contract,BrokerDeadLineDate,180,0,2,Validity,null,null,['Format'],['YYYY MM DD'],null,ADGO,Policy
Contract,Quote Created On,Contract,QuoteCreatedOn,181,0,2,Validity,null,null,['Format'],['YYYY MM DD'],null,ADGO,Policy
Contract,Quote Issued Date,Contract,QuoteIssuedDate,182,0,2,Validity,null,null,['Format'],['YYYY MM DD'],null,ADGO,Policy
Contract,Quote Expiry Date,Contract,QuoteExpiryDate,183,0,2,Validity,null,null,['Format'],['YYYY MM DD'],null,ADGO,Policy
Contract,Inception Date,Contract,InceptionDate,184,0,2,Validity,null,null,['Format'],['YYYY MM DD'],null,ADGO,Policy
Contract,Expiry Date,Contract,ExpiryDate,185,1,1,Validity,null,null,['Format'],['YYYY MM DD'],null,ADGO,Policy
Contract,Contract Closed Date,Contract,ContractClosedDate,186,0,2,Validity,null,null,['Format'],['YYYY MM DD'],null,ADGO,Policy
Contract,Claim Experience Date,Contract,ClaimExperienceDate,187,0,2,Validity,null,null,['Format'],['YYYY MM DD'],null,ADGO,Policy
Contract,Payment Method,Contract,PaymentMethod,188,1,1,Validity,null,null,['in'],"[['crc', 'ini']]",[1],ADGO,Policy
Party Org,CRAW Unique Identifier,Party Org,crawuniqueid,189,1,1,Completeness,null,null,null,null,null,ADGO,Customer
Party Org,Customer Party Reference,Party Org,PartyReference,190,1,1,Completeness,null,null,null,null,null,ADGO,Customer
Party Org,Party Role Type Name,Party Org,PartyTypeName,191,0,2,Completeness,null,null,null,null,null,ADGO,Customer
Party Org,Last Modified Date,Party Org,LastModifiedDate,192,0,2,Completeness,null,null,null,null,null,ADGO,Customer
Party Org,Last User Modified By,Party Org,LastModifiedBy,193,1,1,Completeness,null,null,null,null,null,ADGO,Customer
Party Org,Display Name,Party Org,DisplayName,194,1,1,Completeness,null,null,null,null,null,ADGO,Customer
Party Org,Customer Party Role,Party Org,PartyRole,195,1,1,Completeness,null,null,null,null,null,ADGO,Customer
Party Org,Multi Role,Party Org,MultiRole,196,1,1,Completeness,null,null,null,null,null,ADGO,Customer
Party Org,Agency Branch,Party Org,AgencyBranch,197,1,1,Completeness,null,['PartyRole'],['=='],['intermediary'],null,ADGO,Customer
Party Org,Agency Number,Party Org,AgencyNumber,198,0,2,Completeness,null,['PartyRole'],['=='],['intermediary'],null,ADGO,Customer
Party Org,Full Name,Party Org,FullName,199,1,1,Completeness,null,null,null,null,null,ADGO,Customer
Party Org,Organisation Type,Party Org,OrganisationType,200,0,2,Completeness,null,null,null,null,null,ADGO,Customer
Party Org,Business Type,Party Org,BusinessType,201,0,2,Completeness,null,null,null,null,null,ADGO,Customer
Party Org,Customer Address Line 1,Party Org,AddressLine1,202,0,3,Completeness,null,null,null,null,null,ADGO,Customer
Party Org,Customer Address Line 2,Party Org,AddressLine2,203,0,2,Completeness,null,null,null,null,null,ADGO,Customer
Party Org,City,Party Org,City,204,0,2,Completeness,null,null,null,null,null,ADGO,Customer
Party Org,Customer Post Code,Party Org,PostOrZipCode,205,0,2,Completeness,null,null,null,null,null,ADGO,Customer
Party Org,Country Name,Party Org,CountryName,206,0,2,Completeness,null,['PostOrZipCode'],['!='],['Null'],null,ADGO,Customer
Party Org,Created Date,Party Org,CreatedDate,209,0,2,Completeness,null,null,null,null,null,ADGO,Customer
Party Org,Party Status,Party Org,PartyStatus,210,0,2,Completeness,null,null,null,null,null,ADGO,Customer
Party Org,Date Last Checked,Party Org,DateLastChecked,211,0,2,Completeness,null,null,null,null,null,ADGO,Customer
Party Org,Check Done By,Party Org,CheckDoneBy,212,0,3,Completeness,null,null,null,null,null,ADGO,Customer
Party Org,CRAW Unique Identifier,Party Org,crawuniqueid,213,1,1,Uniqueness,null,null,null,null,null,ADGO,Customer
Party Org,Customer Party Reference,Party Org,PartyReference,214,1,1,Uniqueness,null,null,null,null,null,ADGO,Customer
Party Org,Last Modified Date,Party Org,LastModifiedDate,215,0,2,Validity,null,null,['Format'],['YYYY MM DD T'],null,ADGO,Customer
Party Org,Organisation Type,Party Org,OrganisationType,216,0,2,Validity,null,null,['in'],"[['business', 'charity', 'union']]",[2],ADGO,Customer
Party Org,Business Type,Party Org,BusinessType,217,0,2,Validity,null,null,['in'],"[['limited company', 'plc', 'partnership', 'gmbh', 'sole trader', 'sa','ltd company']]",[2],ADGO,Customer
Party Org,Created Date,Party Org,CreatedDate,218,0,2,Validity,null,null,['Format'],['YYYY MM DD T'],null,ADGO,Customer
Party Org,Party Status,Party Org,PartyStatus,219,0,2,Validity,null,null,['in'],"[['cleared','uncleared']]",[2],ADGO,Customer
Contract,Underwriter Display Name,Contract,UnderwriterDisplayName,222,1,1,Validity,null,null,['Contains'],"[',']",null,ADGO,Policy
Contract,Underwriter Party Reference,Contract,UnderwriterPartyReference,223,1,1,Validity,null,null,['Format'],['^pty'],null,ADGO,Policy
Contract,Insured Party Reference,Contract,InsuredPartyReference,224,1,1,Validity,null,null,['Format'],['^pty'],null,ADGO,Policy
Party Org,Date Last Checked,Party Org,DateLastChecked,225,0,2,Validity,null,null,['Format'],['YYYY MM DD T'],null,ADGO,Customer
Contract,Contract Reference,Contract,ContractReference,226,1,1,Validity,null,"['ContractTypeName','ContractReference']","['in','Format']","[['quote', 'submission'],'^rsk[0-9].{7}$|^rsk.*q.*']",null,ADGO,Policy
Contract,Declined Reason Code,Contract,DeclinedReasonCode,227,0,2,Validity,null,null,['in'],"[['ntu - premium', 'decline - claims experience','decline - unable to compete with target premium','decline - duplicate entry', 'decline - trade / activities','decline - location / post code', 'decline - construction','decline - not pursued', 'decline - broker unsupportive','decline - unable to meet broker deadline','decline - multi-tenure', 'decline - cover / terms','decline - flood', 'rate/price', 're-quoted', 'appetite','cover,t&c s', 'construction', 'claims', 'renewal declined','payment', 'exposures', 'accumulation', 'ntu - cover / terms','decline - already declined', 'decline - already held', 'capacity','decline - insufficient information', 'decline - unoccupied property', 'ntu - indication only', 'survey', 'non-renewal business', 'ntu - other','ntu - broker unsupportive', 'decline - other','ntu - risk placed elsewhere', 'decline - capacity', 'sanctions', 're-referenced at renewals', 'decline - inadequate protection','decline - class of business not written', 'decline - logged incorrectly', 'ntu - re-quoted', 'further claims', 'ntu - market exercise', 'ntu - change of intermediary', 'ntu - flood','decline - moral risk', 'decline - market exercise', 'ntu - holding insurer reduced to retain','decline - risk management', 'decline - sanctions']]",[1],ADGO,Policy
Party Org,Country Name,Party Org,CountryName,228,0,2,Validity,null,null,['in'],['ISO'],null,ADGO,Customer
Schedule,CRAW Unique Identifier,Schedule,crawuniqueid,229,1,1,Completeness,null,null,null,null,null,ADGO,Policy
Schedule,CRAW Unique Identifier,Schedule,crawuniqueid,230,1,1,Uniqueness,null,null,null,null,null,ADGO,Policy
Schedule,ScheduleId,Schedule,ScheduleId,231,0,2,Completeness,null,null,null,null,null,ADGO,Policy
Schedule,Parent ScheduleId,Schedule,ParentScheduleId,232,0,3,Completeness,null,null,null,null,null,ADGO,Policy
Schedule,Contract ID,Schedule,ContractId,233,1,1,Completeness,null,null,null,null,null,ADGO,Policy
Schedule,Contract Reference,Schedule,ContractReference,234,1,1,Completeness,null,null,null,null,null,ADGO,Policy
Schedule,Country Name,Schedule,Country,235,0,2,Completeness,null,null,null,null,null,ADGO,Policy
Schedule,Code,Schedule,Code,236,0,3,Completeness,null,null,null,null,null,ADGO,Policy
Schedule,Description,Schedule,Description,237,0,2,Completeness,null,null,null,null,null,ADGO,Policy
Schedule,Inception Date,Schedule,InceptionDate,238,0,2,Completeness,null,null,null,null,null,ADGO,Policy
Schedule,Expiry Date,Schedule,ExpiryDate,239,1,1,Completeness,null,null,null,null,null,ADGO,Policy
Schedule,UPRN,Schedule,UPRN,240,0,3,Completeness,null,null,null,null,null,ADGO,Policy
Schedule,Coverages,Schedule,Coverages,241,0,3,Completeness,null,null,null,null,null,ADGO,Policy
Schedule,Premiums,Schedule,Premiums,242,0,2,Completeness,null,['Code'],['!='],['Null'],null,ADGO,Policy
Schedule,Last Modified Date,Schedule,LastModifiedDate,243,0,2,Completeness,null,null,null,null,null,ADGO,Policy
Schedule,Customer Postcode,Schedule,PostCode,244,1,1,Completeness,null,null,null,null,null,ADGO,Policy
Schedule,Geocoded Address,Schedule,GeocodedAddress,245,0,3,Completeness,null,null,null,null,null,ADGO,Policy
Schedule,Original Full Address,Schedule,OriginalFullAddress,246,0,2,Completeness,null,null,null,null,null,ADGO,Policy
Schedule,Longitude,Schedule,Longitude,247,0,3,Completeness,null,null,null,null,null,ADGO,Policy
Schedule,Latitude,Schedule,Latitude,248,0,3,Completeness,null,null,null,null,null,ADGO,Policy
Schedule,Vacant,Schedule,Vacant,249,0,3,Completeness,null,null,null,null,null,ADGO,Policy
Schedule,Survey Required,Schedule,SurveyRequired,250,0,3,Completeness,null,null,null,null,null,ADGO,Policy
Schedule,Survey Status,Schedule,SurveyStatus,251,0,3,Completeness,null,null,null,null,null,ADGO,Policy
Schedule,Year of Build,Schedule,YearOfBuild,252,0,3,Completeness,null,null,null,null,null,ADGO,Policy
Schedule,Occupation Code,Schedule,OccupationCode,253,0,3,Completeness,null,null,null,null,null,ADGO,Policy
Schedule,Reinsurance Code,Schedule,ReinsuranceCode,254,0,3,Completeness,null,null,null,null,null,ADGO,Policy
Schedule,Trade Category Code,Schedule,TradeCategoryCode,255,0,2,Completeness,null,null,null,null,null,ADGO,Policy
Schedule,Trade Classification,Schedule,TradeClassification,256,0,3,Completeness,null,null,null,null,null,ADGO,Policy
Schedule,Trade Group,Schedule,TradeGroup,257,0,3,Completeness,null,null,null,null,null,ADGO,Policy
Schedule,Rating Area,Schedule,RatingArea,258,0,3,Completeness,null,['Code'],['!='],['Null'],null,ADGO,Policy
Schedule,Location Max TSI,Schedule,LocationMaxTSI,259,0,3,Completeness,null,null,null,null,null,ADGO,Policy
Schedule,Additional Parties,Schedule,AdditionalParties,260,0,3,Completeness,null,null,null,null,null,ADGO,Policy
Schedule,Code,Schedule,Code,261,0,3,Validity,null,null,['in'],['ISO'],null,ADGO,Policy
Schedule,Inception Date,Schedule,InceptionDate,262,0,2,Validity,null,null,['Format'],['YYYY MM DD'],null,ADGO,Policy
Schedule,Expiry Date,Schedule,ExpiryDate,263,1,1,Validity,null,null,['Format'],['YYYY MM DD'],null,ADGO,Policy
Schedule,Last Modified Date,Schedule,LastModifiedDate,264,0,2,Validity,null,null,['Format'],['YYYY MM DD T'],null,ADGO,Policy
Schedule,Geocoded Address,Schedule,GeocodedAddress,265,0,3,Validity,null,null,['Contains'],"[',']",null,ADGO,Policy
Schedule,Longitude,Schedule,Longitude,266,0,3,Validity,null,null,['Contains'],['.'],null,ADGO,Policy
Schedule,Latitude,Schedule,Latitude,267,0,3,Validity,null,null,['Contains'],['.'],null,ADGO,Policy
Schedule,Year of Build,Schedule,YearOfBuild,268,0,3,Validity,null,null,['in'],"[['unknown', 'yob005', 'yob010', 'yob001', 'yob004', 'yob008','yob003', 'yob011', 'yob006', 'yob007', 'yob009', 'yob002']]",[1],ADGO,Policy
Party,CRAW Unique Identifier,Party,crawuniqueid,269,1,1,Completeness,null,null,null,null,null,ADGO,Customer
Party,Customer Party Reference,Party,PartyReference,270,1,1,Completeness,null,null,null,null,null,ADGO,Customer
Party,Party Reference,Party,PartyTypeName,271,0,2,Completeness,null,null,null,null,null,ADGO,Customer
Party,Last Modified Date,Party,LastModifiedDate,272,0,2,Completeness,null,null,null,null,null,ADGO,Customer
Party,Last User Modified By,Party,LastModifiedBy,273,1,1,Completeness,null,null,null,null,null,ADGO,Customer
Party,Party Status,Party,PartyStatus,274,0,3,Completeness,null,null,null,null,null,ADGO,Customer
Party,Date Last Checked,Party,DateLastChecked,275,0,3,Completeness,null,['CreatedDate'],['!='],['Null'],null,ADGO,Customer
Party,Check Done By,Party,CheckDoneBy,276,0,3,Completeness,null,['CreatedDate'],['!='],['Null'],null,ADGO,Customer
Party,Display Name,Party,DisplayName,277,1,1,Completeness,null,null,null,null,null,ADGO,Customer
Party,Customer Party Role,Party,PartyRole,278,1,1,Completeness,null,null,null,null,null,ADGO,Customer
Party,Multi Role,Party,MultiRole,279,1,1,Completeness,null,null,null,null,null,ADGO,Customer
Party,Created Date,Party,CreatedDate,280,0,2,Completeness,null,null,null,null,null,ADGO,Customer
Party,Title,Party,Title,281,0,3,Completeness,null,null,null,null,null,ADGO,Customer
Party,First Name,Party,FirstName,282,0,2,Completeness,null,null,null,null,null,ADGO,Customer
Party,Surname,Party,Surname,283,0,2,Completeness,null,null,null,null,null,ADGO,Customer
Party,Gender,Party,Gender,284,0,2,Completeness,null,null,null,null,null,ADGO,Customer
Party,Customer Address Line 1,Party,AddressLine1,285,0,3,Completeness,null,null,null,null,null,ADGO,Customer
Party,Customer Address Line 2,Party,AddressLine2,286,0,3,Completeness,null,['PostOrZipCode'],['!='],['Null'],null,ADGO,Customer
Party,Customer City Name ,Party,City,287,0,2,Completeness,null,['PostOrZipCode'],['!='],['Null'],null,ADGO,Customer
Party,Country Name,Party,CountryName,288,0,2,Completeness,null,['PostOrZipCode'],['!='],['Null'],null,ADGO,Customer
Party,Customer Postcode,Party,PostOrZipCode,289,1,1,Completeness,null,null,null,null,null,ADGO,Customer
Party,Customer Primary Email,Party,PrimaryEmail,290,0,3,Completeness,null,null,null,null,null,ADGO,Customer
Party,Customer Primary Phone,Party,PrimaryPhone,291,0,3,Completeness,null,null,null,null,null,ADGO,Customer
